time_min,OD_mean,OD_std,strain,pos_selection
6.166666666666667,0.009671323529411519,0.0009278574999588496,MG1655_1,0_µg/ml_tc
13.166666666666666,0.010204656862744852,0.0007768193328323326,MG1655_1,0_µg/ml_tc
20.166666666666668,0.011037990196078186,0.0007580980435789029,MG1655_1,0_µg/ml_tc
27.166666666666668,0.011804656862744851,0.000844862771962567,MG1655_1,0_µg/ml_tc
34.166666666666664,0.01267132352941152,0.0007648904962570558,MG1655_1,0_µg/ml_tc
41.166666666666664,0.013571323529411518,0.000730296743340222,MG1655_1,0_µg/ml_tc
48.166666666666664,0.014504656862744854,0.0008051557998728985,MG1655_1,0_µg/ml_tc
55.166666666666664,0.015704656862744856,0.0008304547985374004,MG1655_1,0_µg/ml_tc
62.166666666666664,0.01683799019607819,0.0008603661343041535,MG1655_1,0_µg/ml_tc
69.16666666666667,0.018071323529411522,0.0009278574999588489,MG1655_1,0_µg/ml_tc
76.16666666666667,0.019271323529411518,0.0008976341829703123,MG1655_1,0_µg/ml_tc
83.16666666666667,0.020237990196078182,0.0008603661343041506,MG1655_1,0_µg/ml_tc
90.16666666666667,0.021337990196078176,0.0008502873077655144,MG1655_1,0_µg/ml_tc
97.16666666666666,0.022504656862744842,0.0008866830868758721,MG1655_1,0_µg/ml_tc
104.16666666666666,0.023704656862744842,0.0009097176522946847,MG1655_1,0_µg/ml_tc
111.16666666666666,0.02487132352941151,0.0010199166069132675,MG1655_1,0_µg/ml_tc
118.16666666666666,0.026204656862744844,0.0010422125006694775,MG1655_1,0_µg/ml_tc
125.16666666666667,0.02760465686274484,0.0010288929437289257,MG1655_1,0_µg/ml_tc
132.16666666666666,0.029171323529411507,0.0010416609195243766,MG1655_1,0_µg/ml_tc
139.16666666666666,0.03080465686274484,0.001155198146908437,MG1655_1,0_µg/ml_tc
146.16666666666666,0.03223799019607817,0.0011058881072455366,MG1655_1,0_µg/ml_tc
153.16666666666666,0.0342713235294115,0.0012780193008453868,MG1655_1,0_µg/ml_tc
160.16666666666666,0.0359713235294115,0.0014125870942531572,MG1655_1,0_µg/ml_tc
167.16666666666666,0.03830465686274484,0.0016733200530681524,MG1655_1,0_µg/ml_tc
174.16666666666666,0.04063799019607819,0.0018557149999177,MG1655_1,0_µg/ml_tc
181.16666666666666,0.043237990196078185,0.0019250317208910576,MG1655_1,0_µg/ml_tc
188.16666666666666,0.045937990196078186,0.0020625283000496584,MG1655_1,0_µg/ml_tc
195.16666666666666,0.04890465686274485,0.0024968946230509367,MG1655_1,0_µg/ml_tc
202.16666666666666,0.052104656862744875,0.002823546315027159,MG1655_1,0_µg/ml_tc
209.16666666666666,0.055571323529411534,0.003256117143251258,MG1655_1,0_µg/ml_tc
216.16666666666666,0.05950465686274486,0.0035950157066464246,MG1655_1,0_µg/ml_tc
223.16666666666666,0.06350465686274485,0.0038720929028467107,MG1655_1,0_µg/ml_tc
230.16666666666666,0.06807132352941153,0.004358767093423629,MG1655_1,0_µg/ml_tc
237.16666666666666,0.07270465686274484,0.004777822328937792,MG1655_1,0_µg/ml_tc
244.16666666666666,0.0777379901960782,0.0051694282571428584,MG1655_1,0_µg/ml_tc
251.16666666666666,0.08290465686274485,0.005773900850766551,MG1655_1,0_µg/ml_tc
258.1666666666667,0.08843799019607818,0.006180800825991299,MG1655_1,0_µg/ml_tc
265.1666666666667,0.09423799019607815,0.00662145589435734,MG1655_1,0_µg/ml_tc
272.1666666666667,0.09980465686274484,0.006954780048085007,MG1655_1,0_µg/ml_tc
279.1666666666667,0.10603799019607818,0.007457157327178956,MG1655_1,0_µg/ml_tc
286.1666666666667,0.11260465686274479,0.007751974164577429,MG1655_1,0_µg/ml_tc
293.1666666666667,0.11957132352941151,0.007798025096285528,MG1655_1,0_µg/ml_tc
300.1666666666667,0.12723799019607818,0.00790780205451131,MG1655_1,0_µg/ml_tc
307.1666666666667,0.1358713235294115,0.008505914102119982,MG1655_1,0_µg/ml_tc
314.1666666666667,0.1440713235294115,0.00866416851705656,MG1655_1,0_µg/ml_tc
321.1666666666667,0.1535379901960782,0.010356018850735142,MG1655_1,0_µg/ml_tc
328.1666666666667,0.16357132352941145,0.012497539987818657,MG1655_1,0_µg/ml_tc
335.1666666666667,0.17393799019607814,0.014500138723077989,MG1655_1,0_µg/ml_tc
342.1666666666667,0.18640465686274482,0.016942397338812677,MG1655_1,0_µg/ml_tc
349.1666666666667,0.19920465686274483,0.01988197936444649,MG1655_1,0_µg/ml_tc
356.1666666666667,0.2127713235294115,0.022526510563354456,MG1655_1,0_µg/ml_tc
363.1666666666667,0.22907132352941142,0.025222435734238994,MG1655_1,0_µg/ml_tc
370.1666666666667,0.24437132352941152,0.028045939325393947,MG1655_1,0_µg/ml_tc
377.1666666666667,0.2605713235294116,0.030736626846240924,MG1655_1,0_µg/ml_tc
384.1666666666667,0.2788046568627449,0.032585537303830216,MG1655_1,0_µg/ml_tc
391.1666666666667,0.2991379901960783,0.03414743220853923,MG1655_1,0_µg/ml_tc
398.1666666666667,0.31890465686274483,0.037739944995665554,MG1655_1,0_µg/ml_tc
405.1666666666667,0.3394046568627449,0.044194827283525945,MG1655_1,0_µg/ml_tc
412.1666666666667,0.36123799019607816,0.04779029863558253,MG1655_1,0_µg/ml_tc
419.1666666666667,0.3820713235294116,0.055181508230336664,MG1655_1,0_µg/ml_tc
426.1666666666667,0.40530465686274497,0.060440680522881,MG1655_1,0_µg/ml_tc
433.1666666666667,0.43230465686274494,0.061434349596498766,MG1655_1,0_µg/ml_tc
440.1666666666667,0.46003799019607816,0.06570904169838075,MG1655_1,0_µg/ml_tc
447.1666666666667,0.48997132352941136,0.06592364095513543,MG1655_1,0_µg/ml_tc
454.1666666666667,0.5184713235294115,0.07189200873212703,MG1655_1,0_µg/ml_tc
461.1666666666667,0.5485379901960783,0.07641090522158214,MG1655_1,0_µg/ml_tc
468.1666666666667,0.5790046568627449,0.08095173104153294,MG1655_1,0_µg/ml_tc
475.1666666666667,0.6103713235294117,0.08570170132030869,MG1655_1,0_µg/ml_tc
482.1666666666667,0.6428046568627447,0.09085090096909636,MG1655_1,0_µg/ml_tc
489.1666666666667,0.6769046568627448,0.09615949394553855,MG1655_1,0_µg/ml_tc
496.1666666666667,0.7117379901960781,0.10195789642631002,MG1655_1,0_µg/ml_tc
503.1666666666667,0.747737990196078,0.10701288460397827,MG1655_1,0_µg/ml_tc
510.1666666666667,0.7847379901960782,0.1119037404488196,MG1655_1,0_µg/ml_tc
517.1666666666666,0.8222046568627448,0.11673274811619325,MG1655_1,0_µg/ml_tc
524.1666666666666,0.859337990196078,0.12032097398878214,MG1655_1,0_µg/ml_tc
531.1666666666666,0.8955713235294116,0.12337404112287355,MG1655_1,0_µg/ml_tc
538.1666666666666,0.9319379901960781,0.1250960137001901,MG1655_1,0_µg/ml_tc
545.1666666666666,0.9679713235294112,0.12625970316644242,MG1655_1,0_µg/ml_tc
552.1666666666666,1.003137990196078,0.12703887087283036,MG1655_1,0_µg/ml_tc
559.1666666666666,1.037504656862745,0.1271074484374376,MG1655_1,0_µg/ml_tc
566.1666666666666,1.071604656862745,0.12761805893178768,MG1655_1,0_µg/ml_tc
573.1666666666666,1.1054379901960785,0.12747709282613207,MG1655_1,0_µg/ml_tc
580.1666666666666,1.1391046568627448,0.12735494791573934,MG1655_1,0_µg/ml_tc
587.1666666666666,1.1722046568627449,0.12686559545576107,MG1655_1,0_µg/ml_tc
594.1666666666666,1.2047713235294113,0.1260527895253668,MG1655_1,0_µg/ml_tc
601.1666666666666,1.2367046568627449,0.12442945654133673,MG1655_1,0_µg/ml_tc
608.1666666666666,1.2679046568627446,0.12265494071890713,MG1655_1,0_µg/ml_tc
615.1666666666666,1.297504656862745,0.12058832790774653,MG1655_1,0_µg/ml_tc
622.1666666666666,1.3255046568627447,0.11840736230604862,MG1655_1,0_µg/ml_tc
629.1666666666666,1.3499379901960782,0.11393273373395353,MG1655_1,0_µg/ml_tc
636.1666666666666,1.3712379901960783,0.10846920215476809,MG1655_1,0_µg/ml_tc
643.1666666666666,1.3882713235294113,0.10267245654669674,MG1655_1,0_µg/ml_tc
650.1666666666666,1.4026379901960782,0.09743041135842169,MG1655_1,0_µg/ml_tc
657.1666666666666,1.4130379901960781,0.09280841717673335,MG1655_1,0_µg/ml_tc
664.1666666666666,1.421804656862745,0.08771676598280832,MG1655_1,0_µg/ml_tc
671.1666666666666,1.4290379901960784,0.08096416122148646,MG1655_1,0_µg/ml_tc
678.1666666666666,1.4353046568627446,0.07465211270308751,MG1655_1,0_µg/ml_tc
685.1666666666666,1.4399046568627445,0.06896345858996383,MG1655_1,0_µg/ml_tc
692.1666666666666,1.4428046568627446,0.06438480758902569,MG1655_1,0_µg/ml_tc
699.1666666666666,1.4455046568627443,0.060372064789077334,MG1655_1,0_µg/ml_tc
706.1666666666666,1.4475713235294116,0.0573920175473987,MG1655_1,0_µg/ml_tc
713.1666666666666,1.4498046568627445,0.055818270399080154,MG1655_1,0_µg/ml_tc
720.1666666666666,1.4520046568627447,0.05532920286480886,MG1655_1,0_µg/ml_tc
727.1666666666666,1.4535046568627443,0.05476684121392913,MG1655_1,0_µg/ml_tc
734.1666666666666,1.4541713235294118,0.05510662600708791,MG1655_1,0_µg/ml_tc
741.1666666666666,1.4553046568627444,0.056128915653286884,MG1655_1,0_µg/ml_tc
748.1666666666666,1.456037990196078,0.05666315066847378,MG1655_1,0_µg/ml_tc
755.1666666666666,1.4568046568627449,0.056594961393859215,MG1655_1,0_µg/ml_tc
762.1666666666666,1.4574379901960781,0.05684882149831365,MG1655_1,0_µg/ml_tc
769.1666666666666,1.458904656862745,0.0573503449768658,MG1655_1,0_µg/ml_tc
776.1666666666666,1.4596046568627448,0.05784900082587188,MG1655_1,0_µg/ml_tc
783.1666666666666,1.4611379901960782,0.0588631863956045,MG1655_1,0_µg/ml_tc
790.1666666666666,1.4616046568627443,0.05916158469351779,MG1655_1,0_µg/ml_tc
797.1666666666666,1.4633046568627444,0.06048459478988475,MG1655_1,0_µg/ml_tc
804.1666666666666,1.4641379901960783,0.06125789651185773,MG1655_1,0_µg/ml_tc
811.1666666666666,1.465204656862745,0.06207267709209349,MG1655_1,0_µg/ml_tc
818.1666666666666,1.4674713235294115,0.06362047129514282,MG1655_1,0_µg/ml_tc
825.1666666666666,1.468704656862745,0.06451089188977153,MG1655_1,0_µg/ml_tc
832.1666666666666,1.4701046568627447,0.06527057741327306,MG1655_1,0_µg/ml_tc
839.1666666666666,1.4722379901960783,0.0668434781763535,MG1655_1,0_µg/ml_tc
846.1666666666666,1.4745379901960782,0.06861792433635608,MG1655_1,0_µg/ml_tc
853.1666666666666,1.4770379901960782,0.07047784358776601,MG1655_1,0_µg/ml_tc
860.1666666666666,1.4794046568627446,0.07262143219321074,MG1655_1,0_µg/ml_tc
867.1666666666666,1.4825046568627445,0.07482319389619495,MG1655_1,0_µg/ml_tc
874.1666666666666,1.4862713235294112,0.07737979925880743,MG1655_1,0_µg/ml_tc
881.1666666666666,1.489337990196078,0.07959140628248122,MG1655_1,0_µg/ml_tc
888.1666666666666,1.4942713235294114,0.08270749594237192,MG1655_1,0_µg/ml_tc
895.1666666666666,1.4980046568627448,0.08544897650766156,MG1655_1,0_µg/ml_tc
902.1666666666666,1.5028046568627444,0.08896894072536274,MG1655_1,0_µg/ml_tc
909.1666666666666,1.5067379901960782,0.09233838942129943,MG1655_1,0_µg/ml_tc
916.1666666666666,1.5110713235294113,0.09503011621852174,MG1655_1,0_µg/ml_tc
923.1666666666666,1.516237990196078,0.09843174891975813,MG1655_1,0_µg/ml_tc
930.1666666666666,1.523204656862745,0.10286239552816716,MG1655_1,0_µg/ml_tc
937.1666666666666,1.5271046568627449,0.10469252188160831,MG1655_1,0_µg/ml_tc
944.1666666666666,1.5328046568627447,0.10728285205394003,MG1655_1,0_µg/ml_tc
951.1666666666666,1.5366713235294116,0.10929570245308204,MG1655_1,0_µg/ml_tc
958.1666666666666,1.5401713235294112,0.11048505385995333,MG1655_1,0_µg/ml_tc
965.1666666666666,1.5440046568627446,0.11091007541060555,MG1655_1,0_µg/ml_tc
972.1666666666666,1.5467713235294116,0.1117722232267815,MG1655_1,0_µg/ml_tc
979.1666666666666,1.5492379901960782,0.11158164888464452,MG1655_1,0_µg/ml_tc
986.1666666666666,1.5502713235294114,0.11110345701606021,MG1655_1,0_µg/ml_tc
993.1666666666666,1.5511379901960782,0.11051093980277227,MG1655_1,0_µg/ml_tc
1000.1666666666666,1.5520713235294115,0.10974091222553216,MG1655_1,0_µg/ml_tc
1007.1666666666666,1.5526713235294112,0.10893892098670303,MG1655_1,0_µg/ml_tc
1014.1666666666666,1.5528379901960778,0.10835405990940339,MG1655_1,0_µg/ml_tc
1021.1666666666666,1.5523713235294117,0.10701541407934989,MG1655_1,0_µg/ml_tc
1028.1666666666667,1.5520379901960781,0.10609115577338826,MG1655_1,0_µg/ml_tc
1035.1666666666667,1.5514379901960782,0.10509664955233557,MG1655_1,0_µg/ml_tc
1042.1666666666667,1.551437990196078,0.10449515195265853,MG1655_1,0_µg/ml_tc
1049.1666666666667,1.5505046568627452,0.10342393506740877,MG1655_1,0_µg/ml_tc
1056.1666666666667,1.5498713235294117,0.10236886761838905,MG1655_1,0_µg/ml_tc
1063.1666666666667,1.5495379901960782,0.10155551678026037,MG1655_1,0_µg/ml_tc
1070.1666666666667,1.548671323529411,0.1008865813616983,MG1655_1,0_µg/ml_tc
1077.1666666666667,1.5474046568627446,0.0999559040708486,MG1655_1,0_µg/ml_tc
1084.1666666666667,1.5462046568627446,0.09898650204046458,MG1655_1,0_µg/ml_tc
1091.1666666666667,1.5449379901960782,0.09762054734720459,MG1655_1,0_µg/ml_tc
1098.1666666666667,1.5436713235294115,0.09632648625390103,MG1655_1,0_µg/ml_tc
1105.1666666666667,1.5421379901960781,0.09508532768114061,MG1655_1,0_µg/ml_tc
1112.1666666666667,1.5405713235294118,0.09358777304951654,MG1655_1,0_µg/ml_tc
1119.1666666666667,1.5390713235294116,0.09185050948118917,MG1655_1,0_µg/ml_tc
1126.1666666666667,1.5377713235294113,0.0907048770058351,MG1655_1,0_µg/ml_tc
1133.1666666666667,1.5362379901960779,0.08908877143278102,MG1655_1,0_µg/ml_tc
1140.1666666666667,1.5345713235294116,0.08756189272435394,MG1655_1,0_µg/ml_tc
1147.1666666666667,1.5332713235294118,0.08606921165784139,MG1655_1,0_µg/ml_tc
1154.1666666666667,1.5319046568627452,0.08467153574559304,MG1655_1,0_µg/ml_tc
1161.1666666666667,1.5306713235294114,0.08284987808591258,MG1655_1,0_µg/ml_tc
1168.1666666666667,1.5295379901960784,0.08118989377117519,MG1655_1,0_µg/ml_tc
1175.1666666666667,1.5287046568627445,0.07950449998107893,MG1655_1,0_µg/ml_tc
1182.1666666666667,1.5276379901960782,0.07770054512449497,MG1655_1,0_µg/ml_tc
1189.1666666666667,1.526804656862745,0.07604415686365028,MG1655_1,0_µg/ml_tc
1196.1666666666667,1.525804656862745,0.07419004022755021,MG1655_1,0_µg/ml_tc
1203.1666666666667,1.5251379901960778,0.07230285124979911,MG1655_1,0_µg/ml_tc
1210.1666666666667,1.5242046568627445,0.07059879358156496,MG1655_1,0_µg/ml_tc
1217.1666666666667,1.5236046568627444,0.06876614543960342,MG1655_1,0_µg/ml_tc
1224.1666666666667,1.5227046568627445,0.06725812346782949,MG1655_1,0_µg/ml_tc
1231.1666666666667,1.5217046568627448,0.06577862560290308,MG1655_1,0_µg/ml_tc
1238.1666666666667,1.5208046568627445,0.06436284535404696,MG1655_1,0_µg/ml_tc
1245.1666666666667,1.5201379901960779,0.06296451290256658,MG1655_1,0_µg/ml_tc
1252.1666666666667,1.5190046568627447,0.061736453211797146,MG1655_1,0_µg/ml_tc
1259.1666666666667,1.5180379901960783,0.06039943670286164,MG1655_1,0_µg/ml_tc
1266.1666666666667,1.5172046568627446,0.05909883597663412,MG1655_1,0_µg/ml_tc
1273.1666666666667,1.5166046568627451,0.05751242744263909,MG1655_1,0_µg/ml_tc
1280.1666666666667,1.5157379901960781,0.05619944982755205,MG1655_1,0_µg/ml_tc
1287.1666666666667,1.5148713235294116,0.05489996126707594,MG1655_1,0_µg/ml_tc
1294.1666666666667,1.5142046568627447,0.05344139555270513,MG1655_1,0_µg/ml_tc
1301.1666666666667,1.5134713235294115,0.052097179308999285,MG1655_1,0_µg/ml_tc
1308.1666666666667,1.5128713235294113,0.050847360039519326,MG1655_1,0_µg/ml_tc
1315.1666666666667,1.512004656862745,0.04970752388758148,MG1655_1,0_µg/ml_tc
1322.1666666666667,1.5113379901960782,0.04857094585870444,MG1655_1,0_µg/ml_tc
1329.1666666666667,1.5101713235294112,0.047689175619467034,MG1655_1,0_µg/ml_tc
1336.1666666666667,1.5095046568627448,0.04694560315058709,MG1655_1,0_µg/ml_tc
1343.1666666666667,1.5084046568627447,0.04627813217105225,MG1655_1,0_µg/ml_tc
1350.1666666666667,1.5074046568627446,0.04549357665914364,MG1655_1,0_µg/ml_tc
1357.1666666666667,1.506504656862745,0.045024437808816674,MG1655_1,0_µg/ml_tc
1364.1666666666667,1.505437990196078,0.0445397407462945,MG1655_1,0_µg/ml_tc
1371.1666666666667,1.504404656862745,0.04413080087882949,MG1655_1,0_µg/ml_tc
1378.1666666666667,1.5035046568627446,0.043623309175809616,MG1655_1,0_µg/ml_tc
1385.1666666666667,1.5025713235294114,0.04323451154466471,MG1655_1,0_µg/ml_tc
1392.1666666666667,1.5017046568627446,0.042732528190094744,MG1655_1,0_µg/ml_tc
1399.1666666666667,1.5007713235294113,0.042437729905594974,MG1655_1,0_µg/ml_tc
1406.1666666666667,1.499737990196078,0.041971651626185554,MG1655_1,0_µg/ml_tc
1413.1666666666667,1.4988379901960784,0.0414210785364944,MG1655_1,0_µg/ml_tc
1420.1666666666667,1.4978713235294114,0.041061840102991944,MG1655_1,0_µg/ml_tc
